alim_code,alim_nom_fr,groupe,sous_groupe
15044,"Pistache, grillée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15045,"Tournesol, graine, grillé, salé","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15046,"Noix de pécan, salées","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15047,"Chia, graine, séchée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15048,Mélange apéritif de graines (non salées) et fruits séchés,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15049,Mélange apéritif de graines (non salées) et raisins secs,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15050,"Noisette grillée, salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15052,"Lin, brun, graine","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15053,"Cacahuète, grillée, sans sel ajouté","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15054,"Noix de cajou, grillée, non salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15055,"Noix de cajou, grillée à sec, non salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15201,"Pâte d'amande, préemballée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15202,Beurre de cacahuète ou Pâte d'arachide,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
15203,Tahin ou Purée de sésame,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
20581,"Arachide, bouillie/cuite à l'eau, salée","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
20901,"Soja, graine entière","fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses
9081,"Blé dur précuit, grains entiers, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9085,"Nouilles asiatiques cuites, aromatisées",produits céréaliers,"pâtes, riz et céréales"
9086,"Pâtes ou nouilles asiatiques au blé, cuites, nature, non salées",produits céréaliers,"pâtes, riz et céréales"
9103,"Riz complet, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9104,"Riz blanc, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9105,"Riz blanc étuvé, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9110,"Riz rouge, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9111,"Riz sauvage, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9436,Farine de blé tendre ou froment T55 (pour pains),"",""
9124,"Riz thaï, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9125,"Riz basmati, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9313,"Flocons d'avoine, bouillis/cuits à l'eau",produits céréaliers,"pâtes, riz et céréales"
9322,"Orge perlée, bouilli/cuite à l'eau, non salée",produits céréaliers,"pâtes, riz et céréales"
9331,"Mil, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9341,"Quinoa, bouilli/cuit à l'eau, non salé",produits céréaliers,"pâtes, riz et céréales"
9615,"Polenta ou semoule de maïs, cuite, non salée",produits céréaliers,"pâtes, riz et céréales"
9683,"Graine de couscous (semoule de blé dur précuite), cuite, non salée",produits céréaliers,"pâtes, riz et céréales"
9691,"Boulgour de blé, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9811,"Pâtes sèches standard, cuites, non salées",produits céréaliers,"pâtes, riz et céréales"
9816,"Pâtes fraîches, aux oeufs, cuites, non salées",produits céréaliers,"pâtes, riz et céréales"
9822,"Pâtes sèches, aux oeufs, cuites, non salées",produits céréaliers,"pâtes, riz et céréales"
9824,"Pâtes sèches, sans gluten, cuites, non salées",produits céréaliers,"pâtes, riz et céréales"
9871,"Pâtes sèches, au blé complet, cuites, non salées",produits céréaliers,"pâtes, riz et céréales"
9875,"Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées",produits céréaliers,"pâtes, riz et céréales"
9876,"Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées",produits céréaliers,"pâtes, riz et céréales"
9901,"Vermicelle de riz, cuite, non salée",produits céréaliers,"pâtes, riz et céréales"
9903,"Vermicelle de soja, cuite, non salée",produits céréaliers,"pâtes, riz et céréales"
25479,"Gnocchi à la semoule, cuit",produits céréaliers,"pâtes, riz et céréales"
25510,"Gnocchi à la pomme de terre, cuit",produits céréaliers,"pâtes, riz et céréales"
25579,"Gnocchi, cuit (aliment moyen)",produits céréaliers,"pâtes, riz et céréales"
51511,"Frik (blé dur immature concassé), cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9001,"Épeautre, cru",produits céréaliers,"pâtes, riz et céréales"
9003,"Blé de Khorasan, cru",produits céréaliers,"pâtes, riz et céréales"
9010,"Blé tendre entier ou froment, cru",produits céréaliers,"pâtes, riz et céréales"
9011,"Blé germé, cru",produits céréaliers,"pâtes, riz et céréales"
9060,"Blé dur entier, cru",produits céréaliers,"pâtes, riz et céréales"
9080,"Blé dur précuit, entier, cru",produits céréaliers,"pâtes, riz et céréales"
9100,"Riz blanc, cru",produits céréaliers,"pâtes, riz et céréales"
9101,"Riz blanc étuvé, cru",produits céréaliers,"pâtes, riz et céréales"
9102,"Riz complet, cru",produits céréaliers,"pâtes, riz et céréales"
9108,"Riz sauvage, cru",produits céréaliers,"pâtes, riz et céréales"
9109,"Riz rouge, cru",produits céréaliers,"pâtes, riz et céréales"
9119,"Riz thaï ou basmati, cru",produits céréaliers,"pâtes, riz et céréales"
9120,"Riz thaï ou basmati, cuit, non salé",produits céréaliers,"pâtes, riz et céréales"
9121,"Riz, mélange de variétés (blanc, complet, rouge, sauvage, etc.), cru",produits céréaliers,"pâtes, riz et céréales"
9200,"Maïs entier, cru",produits céréaliers,"pâtes, riz et céréales"
9310,"Avoine, crue",produits céréaliers,"pâtes, riz et céréales"
9320,"Orge entière, crue",produits céréaliers,"pâtes, riz et céréales"
9321,"Orge perlée, crue",produits céréaliers,"pâtes, riz et céréales"
9330,"Mil entier, cru",produits céréaliers,"pâtes, riz et céréales"
9340,"Quinoa, cru",produits céréaliers,"pâtes, riz et céréales"
9345,"Amarante, crue",produits céréaliers,"pâtes, riz et céréales"
9360,"Sorgho entier, cru",produits céréaliers,"pâtes, riz et céréales"
9380,"Sarrasin entier, cru",produits céréaliers,"pâtes, riz et céréales"
9390,"Seigle entier, cru",produits céréaliers,"pâtes, riz et céréales"
9610,"Semoule de blé dur, crue",produits céréaliers,"pâtes, riz et céréales"
9611,"Semoule de blé dur, cuite, non salée",produits céréaliers,"pâtes, riz et céréales"
9612,"Mélange de céréales et légumineuses, cru",produits céréaliers,"pâtes, riz et céréales"
9614,"Polenta ou semoule de maïs, précuite, sèche",produits céréaliers,"pâtes, riz et céréales"
9681,"Graine de couscous (semoule de blé dur précuite), crue",produits céréaliers,"pâtes, riz et céréales"
9690,"Boulgour de blé, cru",produits céréaliers,"pâtes, riz et céréales"
9810,"Pâtes sèches standard, crues",produits céréaliers,"pâtes, riz et céréales"
9815,"Pâtes fraîches, aux oeufs, crues",produits céréaliers,"pâtes, riz et céréales"
9821,"Pâtes sèches, aux oeufs, crues",produits céréaliers,"pâtes, riz et céréales"
9863,"Pâtes ou nouilles asiatiques au blé et aux oeufs, crues, nature",produits céréaliers,"pâtes, riz et céréales"
9870,"Pâtes sèches, au blé complet, crues",produits céréaliers,"pâtes, riz et céréales"
9874,"Pâtes sèches, sans gluten, crues",produits céréaliers,"pâtes, riz et céréales"
9900,"Vermicelle de riz, sèche",produits céréaliers,"pâtes, riz et céréales"
9902,"Vermicelle de soja, sèche",produits céréaliers,"pâtes, riz et céréales"
26264,"Gnocchi à la pomme de terre, cru",produits céréaliers,"pâtes, riz et céréales"
26265,"Gnocchi à la semoule, cru",produits céréaliers,"pâtes, riz et céréales"
51510,"Frik (blé dur immature concassé), cru",produits céréaliers,"pâtes, riz et céréales"
7000,Pain (aliment moyen),produits céréaliers,pains et assimilés
7001,"Pain, baguette, courante",produits céréaliers,pains et assimilés
7002,"Pain, baguette ou boule, au levain",produits céréaliers,pains et assimilés
7007,"Pain, baguette, de tradition française",produits céréaliers,pains et assimilés
7010,"Pain, baguette ou boule, bis (à la farine T80 ou T110)",produits céréaliers,pains et assimilés
7012,"Pain courant, 400g ou boule",produits céréaliers,pains et assimilés
7025,"Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110)",produits céréaliers,pains et assimilés
7100,"Pain, baguette ou boule, de campagne",produits céréaliers,pains et assimilés
7110,Pain complet ou intégral (à la farine T150),produits céréaliers,pains et assimilés
7111,"Pain de mie, complet",produits céréaliers,pains et assimilés
7112,"Pain de mie, au son",produits céréaliers,pains et assimilés
7113,"Pain de mie, multicéréale",produits céréaliers,pains et assimilés
7115,Pain au son,produits céréaliers,pains et assimilés
7125,"Pain de seigle, et froment",produits céréaliers,pains et assimilés
7130,"Pain, sans gluten",produits céréaliers,pains et assimilés
7160,"Pain, baguette, sans sel",produits céréaliers,pains et assimilés
7170,Pain panini,produits céréaliers,pains et assimilés
7180,Pain pita,produits céréaliers,pains et assimilés
7200,"Pain de mie, courant",produits céréaliers,pains et assimilés
7201,"Pain de mie, sans croûte, préemballé",produits céréaliers,pains et assimilés
7210,"Pain de mie brioché, préemballé",produits céréaliers,pains et assimilés
7255,"Pain, baguette ou boule, aux céréales et graines, artisanal",produits céréaliers,pains et assimilés
7256,"Muffin anglais, complet, petit pain spécial, préemballé",produits céréaliers,pains et assimilés
7257,"Muffin anglais, petit pain spécial, préemballé",produits céréaliers,pains et assimilés
7258,Bagel,produits céréaliers,pains et assimilés
7259,"Pain pour hamburger ou hot dog (bun), préemballé",produits céréaliers,pains et assimilés
7260,Pain blanc maison (avec farine pour machine à pain),produits céréaliers,pains et assimilés
7261,Pain de campagne maison (avec farine pour machine à pain),produits céréaliers,pains et assimilés
7262,"Pain pour hamburger ou hot dog (bun), complet, préemballé",produits céréaliers,pains et assimilés
7263,"Bretzel, pain frais",produits céréaliers,pains et assimilés
7813,"Tortilla souple (à garnir), à base de maïs",produits céréaliers,pains et assimilés
7815,"Tortilla souple (à garnir), à base de blé",produits céréaliers,pains et assimilés
23805,Blini,produits céréaliers,pains et assimilés
7004,"Pain grillé, domestique",produits céréaliers,pains et assimilés
7300,Biscotte classique,produits céréaliers,pains et assimilés
7301,Biscotte briochée,produits céréaliers,pains et assimilés
7310,Biscotte sans adjonction de sel,produits céréaliers,pains et assimilés
7330,Biscotte multicéréale,produits céréaliers,pains et assimilés
7340,Biscotte complète ou riche en fibres,produits céréaliers,pains et assimilés
7351,Crackers de table au froment,produits céréaliers,pains et assimilés
7352,Galette de riz soufflé complet,produits céréaliers,pains et assimilés
7353,Galette multicéréales soufflée,produits céréaliers,pains et assimilés
7354,Galette de maïs soufflé,produits céréaliers,pains et assimilés
7400,"Pain grillé, tranches, au froment",produits céréaliers,pains et assimilés
7403,"Pain grillé brioché, tranché, préemballé",produits céréaliers,pains et assimilés
7407,Pain grillé suédois au froment,produits céréaliers,pains et assimilés
7409,Pain grillé suédois aux graines de lin,produits céréaliers,pains et assimilés
7410,"Tartine craquante, extrudée et grillée",produits céréaliers,pains et assimilés
7420,Pain grillé suédois au blé complet,produits céréaliers,pains et assimilés
7421,Pain grillé suédois aux fruits,produits céréaliers,pains et assimilés
7425,"Pain grillé, tranches, multicéréale",produits céréaliers,pains et assimilés
7431,Croûton à tartiner,produits céréaliers,pains et assimilés
7432,"Croûtons nature, préemballés",produits céréaliers,pains et assimilés
7500,Chapelure,produits céréaliers,pains et assimilés
7525,Gressin,produits céréaliers,pains et assimilés
38500,"Croûton à l'ail aux fines herbes ou aux oignons, préemballé",produits céréaliers,pains et assimilés
9230,"Pop-corn ou Maïs éclaté, à l'huile, salé",produits céréaliers,biscuits apéritifs
9231,"Pop-corn ou Maïs éclaté, à l'air, non salé",produits céréaliers,biscuits apéritifs
9232,"Pop-corn ou Maïs éclaté, au caramel",produits céréaliers,biscuits apéritifs
